formula,formula_with_coefficients,params_num,r2,adj_r2,std_err,max_err,f_stat,func_type,n_dims
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hy+Iy^2+Jy^3),z=(3247.2-9284.1x+38255x^2-56463x^3-2081.9y+446.55y^2)/(1-7.5924x+7.8992y-6.2772y^2+1.3163y^3),10,0.49953,0.4433,10.321,24.761,8.8833,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hy+Iy^2+Jy^3),z=(3247.2-9284.1x+38255x^2-56463x^3-2081.9y+446.55y^2)/(1-7.5924x+7.8992y-6.2772y^2+1.3163y^3),10,0.49953,0.4433,10.321,24.761,8.8833,simple,3
z=(A+Clnx+Ey+G(lnx)^2+Iy^2+Kylnx)/(1+Blnx+Dy+F(lnx)^2+Hy^2+Jylnx),z=(-196.38-516.78lnx-367.62y+1872.6(lnx)^2+692.9y^2+2165.9ylnx)/(1+3.3668lnx-1.0416y+20.597(lnx)^2+5.9621y^2+20.303ylnx),11,0.48412,0.41964,10.538,24.818,7.5075,simple,3
z=(A+Clnx+Ey+G(lnx)^2+Iy^2+Kylnx)/(1+Blnx+Dy+F(lnx)^2+Hy^2+Jylnx),z=(-196.38-516.78lnx-367.62y+1872.6(lnx)^2+692.9y^2+2165.9ylnx)/(1+3.3668lnx-1.0416y+20.597(lnx)^2+5.9621y^2+20.303ylnx),11,0.48412,0.41964,10.538,24.818,7.5075,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey)/(1+Fx+Gy),z=(725.41-9846.5x+40878x^2-60841x^3+59.807y)/(1-8.1032x+0.47218y),7,0.48108,0.4416,10.337,24.981,12.185,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey)/(1+Fx+Gy),z=(725.41-9846.5x+40878x^2-60841x^3+59.807y)/(1-8.1032x+0.47218y),7,0.48108,0.4416,10.337,24.981,12.185,simple,3
z=(A+Bx+Cy+Dy^2)/(1+Ex+Fx^2+Gx^3+Hy),z=(25378-308292x+25815y-1082.2y^2)/(1+4881.9x-43946x^2+75185x^3+161.64y),8,0.45886,0.41129,10.613,23.386,9.6456,simple,3
z=(A+Bx+Cy+Dy^2)/(1+Ex+Fx^2+Gx^3+Hy),z=(25378-308292x+25815y-1082.2y^2)/(1+4881.9x-43946x^2+75185x^3+161.64y),8,0.45886,0.41129,10.613,23.386,9.6456,simple,3
z=(A+Bx+Cy)/(1+Dx+Ex^2+Fx^3+Gy),z=(23936-264946x+19061y)/(1+3787.8x-36003x^2+62080x^3+151.82y),7,0.45815,0.41693,10.563,23.293,11.113,simple,3
z=(A+Bx+Cy)/(1+Dx+Ex^2+Fx^3+Gy),z=(23936-264946x+19061y)/(1+3787.8x-36003x^2+62080x^3+151.82y),7,0.45815,0.41693,10.563,23.293,11.113,simple,3
z=(A+Cx+Elny+Gx^2+I(lny)^2+Kxlny)/(1+Bx+Dlny+Fx^2+H(lny)^2+Jxlny),z=(101.31-271.96x-142.5lny-92.574x^2+29.421(lny)^2+343.15xlny)/(1-2.4914x-1.4526lny-0.96332x^2+0.34055(lny)^2+3.189xlny),11,0.45782,0.39005,10.803,23.592,6.7554,simple,3
z=(A+Cx+Elny+Gx^2+I(lny)^2+Kxlny)/(1+Bx+Dlny+Fx^2+H(lny)^2+Jxlny),z=(101.31-271.96x-142.5lny-92.574x^2+29.421(lny)^2+343.15xlny)/(1-2.4914x-1.4526lny-0.96332x^2+0.34055(lny)^2+3.189xlny),11,0.45782,0.39005,10.803,23.592,6.7554,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gx^2+Hx^3+Iy+Jy^2),z=(126.57+72.818x-185.31x^2-109.54y+22.605y^2)/(1+2.3431x-9.0258x^2+10.452x^3-0.9701y+0.19933y^2),10,0.44717,0.38506,10.847,24.636,7.199,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gx^2+Hx^3+Iy+Jy^2),z=(126.57+72.818x-185.31x^2-109.54y+22.605y^2)/(1+2.3431x-9.0258x^2+10.452x^3-0.9701y+0.19933y^2),10,0.44717,0.38506,10.847,24.636,7.199,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gx^2+Hy+Iy^2),z=(100.93-142.52x+291.26x^2-65.432y+12.855y^2)/(1-1.3404x+2.7022x^2-0.65221y+0.12785y^2),9,0.444,0.3884,10.818,26.258,7.9856,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gx^2+Hy+Iy^2),z=(100.93-142.52x+291.26x^2-65.432y+12.855y^2)/(1-1.3404x+2.7022x^2-0.65221y+0.12785y^2),9,0.444,0.3884,10.818,26.258,7.9856,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hx^2+Iy+Jy^2),z=(93.249-140.79x+50.876x^2+640.14x^3-55.811y+10.958y^2)/(1-2.3593x+4.7734x^2-0.55425y+0.1086y^2),10,0.4349,0.3714,10.967,24.409,6.8493,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hx^2+Iy+Jy^2),z=(93.249-140.79x+50.876x^2+640.14x^3-55.811y+10.958y^2)/(1-2.3593x+4.7734x^2-0.55425y+0.1086y^2),10,0.4349,0.3714,10.967,24.409,6.8493,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4+K(lny)^5,z=35760+310541x-2840212x^2+12792987x^3-28440398x^4+25035622x^5-87219lny-179885(lny)^2+571811(lny)^3-499790(lny)^4+146066(lny)^5,11,0.4346,0.36393,11.032,24.418,6.1494,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4+K(lny)^5,z=35760+310541x-2840212x^2+12792987x^3-28440398x^4+25035622x^5-87219lny-179885(lny)^2+571811(lny)^3-499790(lny)^4+146066(lny)^5,11,0.4346,0.36393,11.032,24.418,6.1494,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4,z=130007+328343x-3003168x^2+13534497x^3-30117950x^4+26545482x^5-606015lny+952000(lny)^2-661710(lny)^3+171688(lny)^4,10,0.43447,0.37093,10.971,24.219,6.8374,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Glny+H(lny)^2+I(lny)^3+J(lny)^4,z=130007+328343x-3003168x^2+13534497x^3-30117950x^4+26545482x^5-606015lny+952000(lny)^2-661710(lny)^3+171688(lny)^4,10,0.43447,0.37093,10.971,24.219,6.8374,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4+J(lny)^5,z=64957+10707x-106977x^2+405624x^3-522749x^4-159710lny-56694(lny)^2+476959(lny)^3-470340(lny)^4+144652(lny)^5,10,0.43364,0.37,10.979,23.908,6.8143,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4+J(lny)^5,z=64957+10707x-106977x^2+405624x^3-522749x^4-159710lny-56694(lny)^2+476959(lny)^3-470340(lny)^4+144652(lny)^5,10,0.43364,0.37,10.979,23.908,6.8143,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fy+Gy^2+Hy^3+Iy^4,z=261847+9662x-99865x^2+384285x^3-498922x^4-408062y+237726y^2-61388y^3+5928.8y^4,9,0.43348,0.37683,10.92,23.868,7.6516,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fy+Gy^2+Hy^3+Iy^4,z=261847+9662x-99865x^2+384285x^3-498922x^4-408062y+237726y^2-61388y^3+5928.8y^4,9,0.43348,0.37683,10.92,23.868,7.6516,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=146990-31165lnx-31180(lnx)^2-13626(lnx)^3-2198.3(lnx)^4-669552lny+1057712(lny)^2-739816(lny)^3+193311(lny)^4,9,0.43337,0.37671,10.921,24.842,7.6483,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=146990-31165lnx-31180(lnx)^2-13626(lnx)^3-2198.3(lnx)^4-669552lny+1057712(lny)^2-739816(lny)^3+193311(lny)^4,9,0.43337,0.37671,10.921,24.842,7.6483,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4+I(lny)^5,z=73609-534.73lnx-775.41(lnx)^2-254.54(lnx)^3-222162lny+118210(lny)^2+242880(lny)^3-318500(lny)^4+106142(lny)^5,9,0.4331,0.37641,10.923,24.423,7.6399,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4+I(lny)^5,z=73609-534.73lnx-775.41(lnx)^2-254.54(lnx)^3-222162lny+118210(lny)^2+242880(lny)^3-318500(lny)^4+106142(lny)^5,9,0.4331,0.37641,10.923,24.423,7.6399,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4,z=141435-494.76lnx-748.91(lnx)^2-248.71(lnx)^3-593805lny+932097(lny)^2-647325(lny)^3+167797(lny)^4,8,0.43296,0.38311,10.865,24.45,8.6852,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4,z=141435-494.76lnx-748.91(lnx)^2-248.71(lnx)^3-593805lny+932097(lny)^2-647325(lny)^3+167797(lny)^4,8,0.43296,0.38311,10.865,24.45,8.6852,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3+Hy^4+Iy^5,z=197014-491.75lnx-746.17(lnx)^2-247.96(lnx)^3-288658y+151156y^2-30426y^3+484.86y^4+374.56y^5,9,0.43281,0.37609,10.926,24.526,7.6308,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3+Hy^4+Iy^5,z=197014-491.75lnx-746.17(lnx)^2-247.96(lnx)^3-288658y+151156y^2-30426y^3+484.86y^4+374.56y^5,9,0.43281,0.37609,10.926,24.526,7.6308,simple,3
z=A+Bx+Clny+Dx^2+E(lny)^2+Fxlny+Gx^3+H(lny)^3+Ix(lny)^2+Jx^2lny,z=25519-34320x-75148lny+73010x^2+78453(lny)^2+34347xlny+10766x^3-29115(lny)^3+3319.5x(lny)^2-82659x^2lny,10,0.43279,0.36906,10.988,24.103,6.7908,simple,3
z=A+Bx+Clny+Dx^2+E(lny)^2+Fxlny+Gx^3+H(lny)^3+Ix(lny)^2+Jx^2lny,z=25519-34320x-75148lny+73010x^2+78453(lny)^2+34347xlny+10766x^3-29115(lny)^3+3319.5x(lny)^2-82659x^2lny,10,0.43279,0.36906,10.988,24.103,6.7908,simple,3
z=A+Bx+Cx^2+Dx^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4,z=151994-12082x+48307x^2-61223x^3-636602lny+1002894(lny)^2-699322(lny)^3+182104(lny)^4,8,0.43245,0.38255,10.869,23.534,8.6672,simple,3
z=A+Bx+Cx^2+Dx^3+Elny+F(lny)^2+G(lny)^3+H(lny)^4,z=151994-12082x+48307x^2-61223x^3-636602lny+1002894(lny)^2-699322(lny)^3+182104(lny)^4,8,0.43245,0.38255,10.869,23.534,8.6672,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4+J(lny)^5,z=57870-32107lnx-32115(lnx)^2-14038(lnx)^3-2265.9(lnx)^4-184812lny-40.703(lny)^2+413046(lny)^3-434300(lny)^4+136525(lny)^5,10,0.43241,0.36864,10.991,23.63,6.7804,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4+J(lny)^5,z=57870-32107lnx-32115(lnx)^2-14038(lnx)^3-2265.9(lnx)^4-184812lny-40.703(lny)^2+413046(lny)^3-434300(lny)^4+136525(lny)^5,10,0.43241,0.36864,10.991,23.63,6.7804,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=161871+10879x-108265x^2+409826x^3-527796x^4-685888lny+1084662(lny)^2-759559(lny)^3+198730(lny)^4,9,0.43239,0.37562,10.93,23.672,7.6176,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3+I(lny)^4,z=161871+10879x-108265x^2+409826x^3-527796x^4-685888lny+1084662(lny)^2-759559(lny)^3+198730(lny)^4,9,0.43239,0.37562,10.93,23.672,7.6176,simple,3
z=A+Blnx+Clny+D(lnx)^2+E(lny)^2+Flnxlny+G(lnx)^3+H(lny)^3+Ilnx(lny)^2+J(lnx)^2lny,z=26449+9045.1lnx-72253lny+4270.9(lnx)^2+75962(lny)^2-5115.3lnxlny+316.38(lnx)^3-28699(lny)^3-1502.5lnx(lny)^2-2783.5(lnx)^2lny,10,0.43205,0.36823,10.995,24.598,6.7704,simple,3
z=A+Blnx+Clny+D(lnx)^2+E(lny)^2+Flnxlny+G(lnx)^3+H(lny)^3+Ilnx(lny)^2+J(lnx)^2lny,z=26449+9045.1lnx-72253lny+4270.9(lnx)^2+75962(lny)^2-5115.3lnxlny+316.38(lnx)^3-28699(lny)^3-1502.5lnx(lny)^2-2783.5(lnx)^2lny,10,0.43205,0.36823,10.995,24.598,6.7704,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hy+Iy^2),z=(100.95-14.998x+48.386x^2-31.554x^3-78.16y+15.364y^2)/(1+0.0088862x-0.78421y+0.15382y^2),9,0.43141,0.37455,10.94,24.135,7.5873,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey+Fy^2)/(1+Gx+Hy+Iy^2),z=(100.95-14.998x+48.386x^2-31.554x^3-78.16y+15.364y^2)/(1+0.0088862x-0.78421y+0.15382y^2),9,0.43141,0.37455,10.94,24.135,7.5873,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3,z=23205+447.5lnx-115.37(lnx)^2-107.47(lnx)^3-75096lny+83143(lny)^2-30588(lny)^3,7,0.4312,0.38792,10.822,24.342,9.9635,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Elny+F(lny)^2+G(lny)^3,z=23205+447.5lnx-115.37(lnx)^2-107.47(lnx)^3-75096lny+83143(lny)^2-30588(lny)^3,7,0.4312,0.38792,10.822,24.342,9.9635,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hy+Iy^2+Jy^3),z=(-11352-446.2x+1643.7x^2+18390y-9146.3y^2+1444.6y^3)/(1+2.3018x+46.073y-36.531y^2+7.1519y^3),10,0.43115,0.36724,11.003,27.918,6.7457,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hy+Iy^2+Jy^3),z=(-11352-446.2x+1643.7x^2+18390y-9146.3y^2+1444.6y^3)/(1+2.3018x+46.073y-36.531y^2+7.1519y^3),10,0.43115,0.36724,11.003,27.918,6.7457,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3,z=24697-27699x+161043x^2-418528x^3+419800x^4-76063lny+84220(lny)^2-30987(lny)^3,8,0.43109,0.38108,10.882,24.462,8.6194,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Flny+G(lny)^2+H(lny)^3,z=24697-27699x+161043x^2-418528x^3+419800x^4-76063lny+84220(lny)^2-30987(lny)^3,8,0.43109,0.38108,10.882,24.462,8.6194,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3,z=21408-3978.6lnx-4514.8(lnx)^2-2045(lnx)^3-318.97(lnx)^4-74655lny+82653(lny)^2-30407(lny)^3,8,0.43103,0.38102,10.883,24.593,8.6174,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Flny+G(lny)^2+H(lny)^3,z=21408-3978.6lnx-4514.8(lnx)^2-2045(lnx)^3-318.97(lnx)^4-74655lny+82653(lny)^2-30407(lny)^3,8,0.43103,0.38102,10.883,24.593,8.6174,simple,3
z=A+Blnx+C(lnx)^2+Dlny+E(lny)^2+F(lny)^3,z=23957+1189.4lnx+374.88(lnx)^2-76346lny+84516(lny)^2-31091(lny)^3,6,0.43101,0.3943,10.766,24.444,11.741,simple,3
z=A+Blnx+C(lnx)^2+Dlny+E(lny)^2+F(lny)^3,z=23957+1189.4lnx+374.88(lnx)^2-76346lny+84516(lny)^2-31091(lny)^3,6,0.43101,0.3943,10.766,24.444,11.741,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Gy+Hy^2+Iy^3,z=-1298.2+746942x-6882052x^2+31417116x^3-71136359x^4+63995472x^5-37416y+15156y^2-2041.1y^3,9,0.43077,0.37385,10.946,24.809,7.5676,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fx^5+Gy+Hy^2+Iy^3,z=-1298.2+746942x-6882052x^2+31417116x^3-71136359x^4+63995472x^5-37416y+15156y^2-2041.1y^3,9,0.43077,0.37385,10.946,24.809,7.5676,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy+Hy^2+Iy^3,z=56802-30231/x+13087/x^2-2829.2/x^3+304.84/x^4-13.076/x^5-35008y+14176y^2-1908.3y^3,9,0.43028,0.37331,10.95,24.578,7.5526,simple,3
z=A+B/x+C/x^2+D/x^3+E/x^4+F/x^5+Gy+Hy^2+Iy^3,z=56802-30231/x+13087/x^2-2829.2/x^3+304.84/x^4-13.076/x^5-35008y+14176y^2-1908.3y^3,9,0.43028,0.37331,10.95,24.578,7.5526,simple,3
z=A+B/x+Clny+D/x^2+E(lny)^2+F(lny)/x+G/x^3+H(lny)^3+I(lny)^2/x+J(lny)/x^2,z=19711-250.16/x-63505lny+146.06/x^2+72778(lny)^2-1065.1(lny)/x-5.5689/x^3-28027(lny)^3+834(lny)^2/x-56.4(lny)/x^2,10,0.43027,0.36625,11.012,24.008,6.7214,simple,3
z=A+B/x+Clny+D/x^2+E(lny)^2+F(lny)/x+G/x^3+H(lny)^3+I(lny)^2/x+J(lny)/x^2,z=19711-250.16/x-63505lny+146.06/x^2+72778(lny)^2-1065.1(lny)/x-5.5689/x^3-28027(lny)^3+834(lny)^2/x-56.4(lny)/x^2,10,0.43027,0.36625,11.012,24.008,6.7214,simple,3
z=A+Blnx+Cy+D(lnx)^2+Ey^2+Fylnx+G(lnx)^3+Hy^3+Iy^2lnx+Jy(lnx)^2,z=28639+7458.6lnx-30032y+3965.5(lnx)^2+11886y^2-964.13ylnx+291.35(lnx)^3-1662.3y^3-336.12y^2lnx-940.35y(lnx)^2,10,0.43016,0.36613,11.013,24.27,6.7184,simple,3
z=A+Blnx+Cy+D(lnx)^2+Ey^2+Fylnx+G(lnx)^3+Hy^3+Iy^2lnx+Jy(lnx)^2,z=28639+7458.6lnx-30032y+3965.5(lnx)^2+11886y^2-964.13ylnx+291.35(lnx)^3-1662.3y^3-336.12y^2lnx-940.35y(lnx)^2,10,0.43016,0.36613,11.013,24.27,6.7184,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hy),z=(33678985-3197823x+6041693x^2-40407936y+16329008y^2-2187530y^3)/(1-7315.7x+1132.2y),8,0.42986,0.37973,10.894,23.824,8.5761,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hy),z=(33678985-3197823x+6041693x^2-40407936y+16329008y^2-2187530y^3)/(1-7315.7x+1132.2y),8,0.42986,0.37973,10.894,23.824,8.5761,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fy+Gy^2+Hy^3,z=30018-33037x+198457x^2-533877x^3+551874x^4-33932y+13736y^2-1848.5y^3,8,0.42954,0.37939,10.897,24.408,8.5652,simple,3
z=A+Bx+Cx^2+Dx^3+Ex^4+Fy+Gy^2+Hy^3,z=30018-33037x+198457x^2-533877x^3+551874x^4-33932y+13736y^2-1848.5y^3,8,0.42954,0.37939,10.897,24.408,8.5652,simple,3
z=A+Blnx+C(lnx)^2+Dy+Ey^2+Fy^3,z=28668+1176.5lnx+370.61(lnx)^2-33650y+13619y^2-1832.3y^3,6,0.42918,0.39235,10.783,24.627,11.654,simple,3
z=A+Blnx+C(lnx)^2+Dy+Ey^2+Fy^3,z=28668+1176.5lnx+370.61(lnx)^2-33650y+13619y^2-1832.3y^3,6,0.42918,0.39235,10.783,24.627,11.654,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey)/(1+Fx+Gx^2+Hy+Iy^2+Jy^3),z=(3019.5-18005x-1488.7x^2+101632x^3+1.8587y)/(1-342.07x+687.28x^2+50.864y-20.612y^2+2.7764y^3),10,0.42888,0.36471,11.025,23.853,6.6834,simple,3
z=(A+Bx+Cx^2+Dx^3+Ey)/(1+Fx+Gx^2+Hy+Iy^2+Jy^3),z=(3019.5-18005x-1488.7x^2+101632x^3+1.8587y)/(1-342.07x+687.28x^2+50.864y-20.612y^2+2.7764y^3),10,0.42888,0.36471,11.025,23.853,6.6834,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2+Iy^3+Jy^4,z=338828+335269lnx+453997(lnx)^2+306817(lnx)^3+103371(lnx)^4+13878(lnx)^5-372141y+215969y^2-55535y^3+5338.7y^4,10,0.42874,0.36455,11.027,23.476,6.6796,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+F(lnx)^5+Gy+Hy^2+Iy^3+Jy^4,z=338828+335269lnx+453997(lnx)^2+306817(lnx)^3+103371(lnx)^4+13878(lnx)^5-372141y+215969y^2-55535y^3+5338.7y^4,10,0.42874,0.36455,11.027,23.476,6.6796,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3,z=27967+579.76lnx-23.724(lnx)^2-86.447(lnx)^3-33166y+13425y^2-1806.4y^3,7,0.42731,0.38373,10.859,23.786,9.8064,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+Ey+Fy^2+Gy^3,z=27967+579.76lnx-23.724(lnx)^2-86.447(lnx)^3-33166y+13425y^2-1806.4y^3,7,0.42731,0.38373,10.859,23.786,9.8064,simple,3
z=A+Bx+Cx^2+Dlny+E(lny)^2+F(lny)^3,z=24501-2947.3x+7142.6x^2-80244lny+88797(lny)^2-32656(lny)^3,6,0.42673,0.38974,10.806,23.396,11.538,simple,3
z=A+Bx+Cx^2+Dlny+E(lny)^2+F(lny)^3,z=24501-2947.3x+7142.6x^2-80244lny+88797(lny)^2-32656(lny)^3,6,0.42673,0.38974,10.806,23.396,11.538,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gy+Hy^2),z=(100.58-9.9111x+27.235x^2-78.156y+15.348y^2)/(1+0.013025x-0.78447y+0.15375y^2),8,0.42669,0.37629,10.924,27.58,8.4659,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2)/(1+Fx+Gy+Hy^2),z=(100.58-9.9111x+27.235x^2-78.156y+15.348y^2)/(1+0.013025x-0.78447y+0.15375y^2),8,0.42669,0.37629,10.924,27.58,8.4659,simple,3
z=(A+Cx+Ey+Gx^2+Iy^2+Kxy)/(1+Bx+Dy+Fx^2+Hy^2+Jxy),z=(98.413+71.686x-85.328y+1647.4x^2+34.478y^2-353.97xy)/(1+0.37517x-0.82807y+15.919x^2+0.32753y^2-3.302xy),11,0.42602,0.35428,11.116,29.171,5.9379,simple,3
z=(A+Cx+Ey+Gx^2+Iy^2+Kxy)/(1+Bx+Dy+Fx^2+Hy^2+Jxy),z=(98.413+71.686x-85.328y+1647.4x^2+34.478y^2-353.97xy)/(1+0.37517x-0.82807y+15.919x^2+0.32753y^2-3.302xy),11,0.42602,0.35428,11.116,29.171,5.9379,simple,3
z=(A+Bx+Cx^2+Dy)/(1+Ex+Fx^2+Gy+Hy^2+Iy^3),z=(646149-5091138x+10281699x^2-3752.8y)/(1-49541x+99245x^2+7889.2y-3286.1y^2+451.45y^3),9,0.42523,0.36775,10.999,25.225,7.3983,simple,3
z=(A+Bx+Cx^2+Dy)/(1+Ex+Fx^2+Gy+Hy^2+Iy^3),z=(646149-5091138x+10281699x^2-3752.8y)/(1-49541x+99245x^2+7889.2y-3286.1y^2+451.45y^3),9,0.42523,0.36775,10.999,25.225,7.3983,simple,3
z=A+B/x+Cy+D/x^2+Ey^2+Fy/x+G/x^3+Hy^3+Iy^2/x+Jy/x^2,z=21887+216.62/x-26680y+122.34/x^2+11382y^2-681.61y/x-5.2242/x^3-1618.4y^3+156.75y^2/x-12.917y/x^2,10,0.42392,0.3592,11.073,25.709,6.5494,simple,3
z=A+B/x+Cy+D/x^2+Ey^2+Fy/x+G/x^3+Hy^3+Iy^2/x+Jy/x^2,z=21887+216.62/x-26680y+122.34/x^2+11382y^2-681.61y/x-5.2242/x^3-1618.4y^3+156.75y^2/x-12.917y/x^2,10,0.42392,0.3592,11.073,25.709,6.5494,simple,3
z=A+Bx+Cx^2+Dx^3+Elny+F(lny)^2+G(lny)^3,z=23198-9237.5x+35623x^2-42560x^3-74431lny+82402(lny)^2-30314(lny)^3,7,0.42373,0.37989,10.893,25.617,9.6641,simple,3
z=A+Bx+Cx^2+Dx^3+Elny+F(lny)^2+G(lny)^3,z=23198-9237.5x+35623x^2-42560x^3-74431lny+82402(lny)^2-30314(lny)^3,7,0.42373,0.37989,10.893,25.617,9.6641,simple,3
z=A+Bx+Cx^2+Dy+Ey^2+Fy^3,z=29620-2911.5x+7062.4x^2-35556y+14383y^2-1934.4y^3,6,0.42248,0.38522,10.846,25.209,11.339,simple,3
z=A+Bx+Cx^2+Dy+Ey^2+Fy^3,z=29620-2911.5x+7062.4x^2-35556y+14383y^2-1934.4y^3,6,0.42248,0.38522,10.846,25.209,11.339,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Iy+Jy^2),z=(-15.845-99.719x+200.04x^2+70.883y-42.193y^2+7.3534y^3)/(1-0.99594x+1.9845x^2-0.67842y+0.13154y^2),10,0.42226,0.35735,11.089,30.791,6.505,simple,3
z=(A+Bx+Cx^2+Dy+Ey^2+Fy^3)/(1+Gx+Hx^2+Iy+Jy^2),z=(-15.845-99.719x+200.04x^2+70.883y-42.193y^2+7.3534y^3)/(1-0.99594x+1.9845x^2-0.67842y+0.13154y^2),10,0.42226,0.35735,11.089,30.791,6.505,simple,3
z=A+Bx+Cx^2+Dx^3+Ey+Fy^2+Gy^3,z=27833-8804.5x+33748x^2-39882x^3-32886y+13311y^2-1791y^3,7,0.42089,0.37683,10.92,25.77,9.5521,simple,3
z=A+Bx+Cx^2+Dx^3+Ey+Fy^2+Gy^3,z=27833-8804.5x+33748x^2-39882x^3-32886y+13311y^2-1791y^3,7,0.42089,0.37683,10.92,25.77,9.5521,simple,3
z=A+Blnx+C(lnx)^2+D(lnx)^3+E(lnx)^4+Fy+Gy^2+Hy^3+Iy^4,z=243276-29671lnx-29708(lnx)^2-12984(lnx)^3-2093.6(lnx)^4-395390y+230111y^2-59356y^3+5725.7y^4,9,0.42056,0.36261,11.044,24.217,7.2579,simple,3
